"Goal","Target","IndicatorRef","IndicatorId","IndicatorDescription","SeriesCode","SeriesType","SeriesDescription","ParentCountryOrAreaCode","CountryOrAreaCode","CountryOrAreaName","LDC","LLDC","SIDS","Frequency","SourceType","AgeGroup","Location","Sex","Value type","Unit","UnitMultiplier","Y2000","Y2000FN","Y2001","Y2001FN","Y2002","Y2002FN","Y2003","Y2003FN","Y2004","Y2004FN","Y2005","Y2005FN","Y2006","Y2006FN","Y2007","Y2007FN","Y2008","Y2008FN","Y2009","Y2009FN","Y2010","Y2010FN","Y2011","Y2011FN","Y2012","Y2012FN","Y2013","Y2013FN","Y2014","Y2014FN","Y2015","Y2015FN"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","ATG","Antigua and Barbuda","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","59.96","CA, 1, 136","66.80","C, 2, 137","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","ABW","Aruba","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","","","41.70","C, 6, 132","43.40","C, 7, 132","42.20","C, 8, 132","39.90","C, 9, 132","42.90","C, 10, 132","42.60","C, 11, 132","42.60","C, 12, 132","38.60","C, 13, 132","36.40","C, 14, 132","35.40","C, 15, 132","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","BHS","Bahamas","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","49.80","C, 1, 132","50.80","C, 2, 132","46.90","C, 3, 132","45.60","C, 4, 132","46.40","C, 5, 132","43.00","C, 6, 132","","","40.42","C, 8, 138","39.76","C, 9, 138","34.00","C, 10, 138","35.90","C, 11, 138","","","32.01","C, 13, 138","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","BRB","Barbados","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","62.20","C, 1, 132","62.80","C, 2, 132","55.30","C, 3, 132","50.50","C, 4, 132","","","46.16","CA, 6, 136","45.83","CA, 7, 136","49.73","CA, 8, 136","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","CUW","Curaçao","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","46.70","C, 2, 139","","","","","","","","","","","","","","","","","","","34.90","C, 12, 140","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","DOM","Dominican Republic","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","116.00","C, 2, 19","","","","","95.00","C, 5, 141","92.00","C, 6, 20","","","96.20","C, 8, 142","","","","","","","","","90.00","C, 13, 21","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","GRD","Grenada","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","53.09","CA, 1, 134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","GLP","Guadeloupe","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","32.99","CA, 1, 134","32.13","CA, 2, 134","26.87","CA, 3, 134","25.48","C, 4, 138","20.50","C, 5, 132","","","","","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","HTI","Haiti","True","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","69.00","C, 4, 22","68.00","C, 5, 22","","","","","","","","","65.00","C, 10, 23","66.00","C, 11, 23","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","32.31","CA, 1, 136","33.65","CA, 2, 136","30.51","CA, 3, 136","27.85","CA, 4, 136","20.93","C, 5, 132","18.98","CA, 6, 136","20.03","CA, 7, 136","20.07","CA, 8, 136","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","MSR","Montserrat","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","66.70","C, 1, 132","32.00","C, 2, 132","8.80","C, 3, 132","45.50","C, 4, 132","53.60","C, 5, 132","","","","","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","PRI","Puerto Rico","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","72.39","CA, 1, 134","","","61.93","CA, 3, 134","58.85","CA, 4, 134","","","60.07","CA, 6, 134","59.31","CA, 7, 134","56.79","CA, 8, 134","54.61","CA, 9, 134","","","","","","","45.79","CA, 13, 134","44.60","C, 14, 132","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","KNA","Saint Kitts and Nevis","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","85.60","C, 1, 132","74.10","C, 2, 132","","","","","","","","","","","46.10","C, 8, 132","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","LCA","Saint Lucia","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","51.40","C, 1, 143","64.10","C, 2, 132","51.36","C, 3, 138","","","49.14","C, 5, 138","42.11","C, 6, 138","","","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","VCT","Saint Vincent and the Grenadines","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","80.76","CA, 1, 136","72.36","CA, 2, 136","75.21","CA, 3, 136","71.66","CA, 4, 136","65.07","CA, 5, 136","63.02","CA, 6, 136","","","","","63.83","CA, 9, 136","70.03","CA, 10, 136","","","","","","","60.37","CA, 14, 136","63.73","CA, 15, 136","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","37.34","CA, 1, 136","37.13","CA, 2, 136","34.31","CA, 3, 134","","","35.18","CA, 5, 134","31.87","CA, 6, 134","35.51","CA, 7, 134","","","","","37.99","CA, 10, 136","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","TCA","Turks and Caicos Islands","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","41.40","C, 2, 132","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC_CAR","VIR","United States Virgin Islands","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","51.50","C, 2, 132","","","","","","","50.00","C, 6, 132","49.60","C, 7, 132","51.50","C, 8, 132","51.10","C, 9, 132","51.50","C, 10, 132","50.50","C, 11, 132","59.30","C, 12, 132","42.80","C, 13, 132","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC","M49_LAC_CA","Central America","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","86.30","1, 131","","","","","","","","","79.00","6, 131","","","","","","","","","72.40","11, 131","","","","","","","","","66.00","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_CA","BLZ","Belize","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","96.70","C, 2, 132","90.40","C, 3, 132","","","","","","","","","","","","","","","64.00","C, 11, 24","","","","","","","74.00","C, 15, 25","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_CA","CRI","Costa Rica","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","85.60","CA, 1, 134","78.02","CA, 2, 134","71.98","CA, 3, 134","73.07","CA, 4, 134","72.13","CA, 5, 134","","","67.23","CA, 7, 134","69.14","CA, 8, 134","72.50","CA, 9, 134","70.03","CA, 10, 134","63.84","CA, 11, 134","67.01","CA, 12, 134","68.77","CA, 13, 134","62.96","CA, 14, 134","61.17","CA, 15, 134","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_CA","GTM","Guatemala","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","120.00","C, 1, 26","114.00","C, 2, 26","","","99.80","C, 4, 132","96.08","CA, 5, 136","","","98.00","C, 7, 27","98.00","C, 8, 27","","","","","86.50","CA, 11, 134","91.00","CA, 12, 134","","","92.00","C, 14, 28","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_CA","HND","Honduras","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","108.00","C, 4, 29","102.00","C, 5, 29","","","","","","","","","99.00","C, 10, 30","101.00","C, 11, 30","97.64","CA, 12, 136","97.57","CA, 13, 136","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_LAC","M49_LAC_SA","South America","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","79.60","1, 131","","","","","","","","","73.40","6, 131","","","","","","","","","67.30","11, 131","","","","","","","","","63.90","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","ARG","Argentina","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","64.66","CA, 1, 134","60.90","CA, 2, 134","61.32","CA, 3, 134","57.29","CA, 4, 134","63.42","CA, 5, 134","63.39","CA, 6, 134","62.50","CA, 7, 134","63.91","CA, 8, 134","66.67","CA, 9, 134","67.35","CA, 10, 134","67.20","CA, 11, 134","68.00","CA, 12, 134","66.40","CA, 13, 134","68.07","CA, 14, 134","68.27","CA, 15, 136","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","BOL","Bolivia (Plurinational State of)","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","97.00","C, 2, 144","84.00","C, 3, 31","","","","","","","88.00","C, 7, 32","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","BRA","Brazil","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","88.10","E, 1, 145","85.00","E, 2, 145","81.50","E, 3, 145","78.90","E, 4, 145","77.60","E, 5, 145","76.30","E, 6, 145","74.50","E, 7, 145","72.20","E, 8, 145","70.10","E, 9, 145","68.00","E, 10, 145","67.40","E, 11, 145","64.80","E, 12, 145","63.03","E, 13, 145","63.07","E, 14, 145","63.36","E, 15, 145","61.67","E, 16, 145"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","CHL","Chile","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","62.40","C, 1, 132","60.20","C, 2, 132","57.30","C, 3, 132","54.70","C, 4, 132","","","51.06","CA, 6, 134","53.18","CA, 7, 134","55.85","CA, 8, 134","57.95","CA, 9, 134","58.00","CA, 10, 134","56.20","CA, 11, 134","53.96","CA, 12, 134","51.53","CA, 13, 134","47.82","CA, 14, 136","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","COL","Colombia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","80.63","C, 1, 132","","","92.00","C, 3, 33","90.00","C, 4, 33","","","96.20","C, 6, 146","","","85.00","C, 8, 34","84.00","C, 9, 34","","","","","","","75.88","CA, 13, 136","73.07","CA, 14, 136","71.62","CA, 15, 136","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","ECU","Ecuador","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","100.00","C, 2, 35","99.60","C, 3, 35","","","","","","","","","","","","","64.56","C, 10, 138","","","62.10","CA, 12, 136","63.70","CA, 13, 136","59.60","CA, 14, 136","56.49","CA, 15, 136","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","GUF","French Guiana","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","126.80","CA, 1, 134","116.30","CA, 2, 134","111.02","CA, 3, 134","103.16","CA, 4, 134","","","84.88","CA, 6, 134","87.17","CA, 7, 134","86.64","CA, 8, 134","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","PRY","Paraguay","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","64.00","C, 2, 36","65.00","C, 3, 36","","","","","","","61.65","C, 7, 138","63.00","C, 8, 37","61.84","C, 9, 138","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","PER","Peru","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","59.00","C, 2, 147","61.00","C, 3, 148","","","","","64.00","C, 6, 38","63.00","C, 7, 38","69.00","C, 8, 39","72.00","C, 9, 40","62.00","C, 10, 41","67.00","C, 11, 42","68.00","C, 12, 149","65.00","C, 13, 43","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","SUR","Suriname","","","True","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","72.83","CA, 2, 134","73.10","CA, 3, 134","","","69.80","C, 5, 132","","","","","65.54","C, 8, 138","","","","","","","","","","","","","59.51","C, 15, 138","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_LAC_SA","VEN","Venezuela (Bolivarian Republic of)","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","93.31","C, 1, 132","92.91","C, 2, 132","92.50","C, 3, 132","92.10","C, 4, 132","91.70","C, 5, 132","91.30","C, 6, 132","90.90","C, 7, 132","90.50","C, 8, 132","89.90","C, 9, 132","89.40","C, 10, 132","88.90","C, 11, 132","95.24","C, 12, 132","94.50","C, 13, 132","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_WORLD","SDG_ASI_SCA","Central and Southern Asia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","70.00","1, 131","","","","","","","","","55.50","6, 131","","","","","","","","","43.70","11, 131","","","","","","","","","33.30","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_ASI_SCA","M49_ASI_CA","Central Asia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","34.20","1, 131","","","","","","","","","25.20","6, 131","","","","","","","","","25.50","11, 131","","","","","","","","","24.70","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_CA","KAZ","Kazakhstan","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","33.00","C, 1, 132","30.00","C, 2, 132","27.00","C, 3, 132","27.00","C, 4, 132","27.00","C, 5, 132","26.00","C, 6, 132","27.00","C, 7, 132","29.00","C, 8, 132","31.00","C, 9, 132","29.00","C, 10, 132","28.00","C, 11, 132","29.00","C, 12, 132","31.00","C, 13, 132","34.00","C, 14, 132","35.00","C, 15, 132","31.00","C, 16, 132"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_CA","KGZ","Kyrgyzstan","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","34.70","C, 1, 132","31.50","C, 2, 132","30.90","C, 3, 132","28.50","C, 4, 132","27.00","C, 5, 132","26.00","C, 6, 132","","","28.23","C, 8, 132","28.71","C, 9, 132","31.21","C, 10, 132","34.14","C, 11, 132","44.00","C, 12, 44","42.05","C, 13, 132","65.00","C, 14, 150","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_CA","TJK","Tajikistan","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","37.30","C, 1, 151","","","46.30","E, 3, 152","","","","","","","","","","","","","","","","","54.00","C, 12, 45","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_CA","TKM","Turkmenistan","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","26.14","C, 1, 153","24.13","C, 2, 153","22.27","C, 3, 153","22.17","C, 4, 153","19.75","C, 5, 153","20.56","C, 6, 153","21.04","C, 7, 153","","","","","","","","","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_CA","UZB","Uzbekistan","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","","","","","25.50","C, 7, 154","","","","","","","29.54","C, 11, 153","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_ASI_SCA","MDG_SAS","Southern Asia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","71.40","1, 131","","","","","","","","","56.70","6, 131","","","","","","","","","44.40","11, 131","","","","","","","","","33.60","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_SAS","BTN","Bhutan","","True","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","61.70","C, 1, 155","","","","","","","","","46.30","C, 6, 156","43.81","C, 7, 157","","","","","","","","","","","28.40","C, 13, 158","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","MDG_WORLD","SDG_ESEASI","Eastern and South-Eastern Asia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","19.00","1, 131","","","","","","","","","18.30","6, 131","","","","","","","","","19.30","11, 131","","","","","","","","","21.00","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","SDG_ESEASI","M49_ASI_EA","Eastern Asia","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","8.50","1, 131","","","","","","","","","7.60","6, 131","","","","","","","","","7.20","11, 131","","","","","","","","","6.70","16, 131"
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_EA","CHN","China","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","8.00","E, 1, 46","8.00","E, 2, 46","6.03","C, 3, 159","7.00","C, 4, 159","5.98","C, 5, 159","6.99","C, 6, 159","7.00","E, 7, 160","","","","","","","5.93","C, 11, 161","","","","","","","","","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_EA","HKG","China, Hong Kong Special Administrative Region","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","5.00","C, 1, 132","4.00","C, 2, 132","4.00","C, 3, 132","4.00","C, 4, 132","4.00","C, 5, 132","3.00","C, 6, 132","3.00","C, 7, 132","3.00","C, 8, 132","3.00","C, 9, 132","3.00","C, 10, 132","3.00","C, 11, 132","3.00","C, 12, 132","3.00","C, 13, 132","3.00","C, 14, 132","3.00","C, 15, 132","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_EA","JPN","Japan","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","","","","","","","","","","","5.11","C, 6, 138","5.06","C, 7, 138","4.94","C, 8, 138","5.10","C, 9, 138","4.92","C, 10, 138","4.57","C, 11, 138","4.48","C, 12, 138","","","","","4.40","C, 15, 138","",""
"3","3.7","3.7.2","C030702","Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group","SP_DYN_ADKL","SD","Adolescent birth rate per 1,000 adolescent women aged 15-19","M49_ASI_EA","KOR","Republic of Korea","","","","Annual","Not available","15 to 19 years old","Total (national level)","Female","","Per 1,000 population","Units","2.58","CA, 1, 136","2.26","CA, 2, 136","2.60","CA, 3, 136","2.32","CA, 4, 136","2.06","CA, 5, 136","1.82","CA, 6, 136","1.96","CA, 7, 136","2.17","CA, 8, 136","1.73","CA, 9, 136","1.75","CA, 10, 136","1.78","CA, 11, 136","1.81","CA, 12, 136","1.77","CA, 13, 136","1.72","CA, 14, 136","1.57","CA, 15, 136","",""
