"Goal","Target","IndicatorRef","IndicatorId","IndicatorDescription","SeriesCode","SeriesType","SeriesDescription","ParentCountryOrAreaCode","CountryOrAreaCode","CountryOrAreaName","LDC","LLDC","SIDS","Frequency","SourceType","AgeGroup","Location","Sex","Value type","Unit","UnitMultiplier","Y2000","Y2000FN","Y2001","Y2001FN","Y2002","Y2002FN","Y2003","Y2003FN","Y2004","Y2004FN","Y2005","Y2005FN","Y2006","Y2006FN","Y2007","Y2007FN","Y2008","Y2008FN","Y2009","Y2009FN","Y2010","Y2010FN","Y2011","Y2011FN","Y2012","Y2012FN","Y2013","Y2013FN","Y2014","Y2014FN","Y2015","Y2015FN","Y2016","Y2016FN"
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","ISL","Iceland","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","4.48","C, 4, 19, 31","6.93","C, 5, 19","4.66","C, 6, 19, 31","4.80","C, 7, 19","4.10","C, 8, 19","4.32","C, 9, 19","7.33","C, 10, 19, 31","7.35","C, 11, 19","6.69","C, 12, 19","5.89","C, 13, 19","5.47","C, 14, 19","5.72","C, 15, 19","4.55","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","ISL","Iceland","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","6.09","C, 4, 19, 31","8.99","C, 5, 19","5.00","C, 6, 19, 31","5.70","C, 7, 19","4.99","C, 8, 19","4.95","C, 9, 19","5.77","C, 10, 19, 31","7.17","C, 11, 19","5.74","C, 12, 19","4.71","C, 13, 19","4.06","C, 14, 19","5.28","C, 15, 19","3.19","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","ISL","Iceland","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","2.97","C, 4, 19, 31","4.96","C, 5, 19","4.35","C, 6, 19, 31","3.97","C, 7, 19","3.28","C, 8, 19","3.75","C, 9, 19","8.80","C, 10, 19, 31","7.51","C, 11, 19","7.59","C, 12, 19","6.97","C, 13, 19","6.77","C, 14, 19","6.15","C, 15, 19","5.87","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","IRL","Ireland","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","8.84","C, 4, 19","10.36","C, 5, 19","15.13","C, 6, 19, 31","14.43","C, 7, 19","11.89","C, 8, 19","13.86","C, 9, 19","18.64","C, 10, 19","19.19","C, 11, 19","18.75","C, 12, 19","18.72","C, 13, 19","16.13","C, 14, 19","15.18","C, 15, 19","14.30","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","IRL","Ireland","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","9.87","C, 4, 19","11.56","C, 5, 19","16.48","C, 6, 19, 31","15.97","C, 7, 19","12.85","C, 8, 19","13.79","C, 9, 19","16.88","C, 10, 19","17.98","C, 11, 19","17.50","C, 12, 19","17.30","C, 13, 19","15.75","C, 14, 19","15.44","C, 15, 19","13.68","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","IRL","Ireland","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","7.84","C, 4, 19","9.19","C, 5, 19","13.81","C, 6, 19, 31","12.93","C, 7, 19","10.96","C, 8, 19","13.93","C, 9, 19","20.41","C, 10, 19","20.40","C, 11, 19","19.98","C, 12, 19","20.11","C, 13, 19","16.49","C, 14, 19","14.93","C, 15, 19","14.89","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","LVA","Latvia","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","12.73","C, 4, 19","12.34","C, 5, 19","10.89","C, 6, 19, 31","11.46","C, 7, 19, 31","11.94","C, 8, 19","11.82","C, 9, 19","17.49","C, 10, 19","17.81","C, 11, 19","16.03","C, 12, 19","14.89","C, 13, 19","13.03","C, 14, 19","12.01","C, 15, 19","10.52","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","LVA","Latvia","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","16.62","C, 4, 19","16.43","C, 5, 19","12.97","C, 6, 19, 31","15.11","C, 7, 19, 31","14.43","C, 8, 19","13.52","C, 9, 19","16.32","C, 10, 19","16.90","C, 11, 19","16.00","C, 12, 19","14.64","C, 13, 19","13.45","C, 14, 19","12.78","C, 15, 19","11.73","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","LVA","Latvia","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","8.93","C, 4, 19","8.35","C, 5, 19","8.86","C, 6, 19, 31","7.93","C, 7, 19, 31","9.54","C, 8, 19","10.18","C, 9, 19","18.62","C, 10, 19","18.70","C, 11, 19","16.07","C, 12, 19","15.14","C, 13, 19","12.64","C, 14, 19","11.28","C, 15, 19","9.37","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","LTU","Lithuania","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","9.88","C, 5, 19","8.77","C, 6, 19, 31","8.32","C, 7, 19, 31","7.07","C, 8, 19","8.85","C, 9, 19","12.12","C, 10, 19","13.17","C, 11, 19","11.82","C, 12, 19","11.17","C, 13, 19","11.14","C, 14, 19","9.91","C, 15, 19","9.20","C, 16, 19, 25","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","LTU","Lithuania","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","10.43","C, 5, 19","9.32","C, 6, 19, 31","8.48","C, 7, 19, 31","7.88","C, 8, 19","9.14","C, 9, 19","10.54","C, 10, 19","11.60","C, 11, 19","10.45","C, 12, 19","9.50","C, 13, 19","10.62","C, 14, 19","10.34","C, 15, 19","9.32","C, 16, 19, 25","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","LTU","Lithuania","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","9.34","C, 5, 19","8.23","C, 6, 19, 31","8.16","C, 7, 19, 31","6.28","C, 8, 19","8.57","C, 9, 19","13.65","C, 10, 19","14.69","C, 11, 19","13.14","C, 12, 19","12.76","C, 13, 19","11.64","C, 14, 19","9.51","C, 15, 19","9.08","C, 16, 19, 25","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","NOR","Norway","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","10.01","C, 4, 19","9.18","C, 5, 19","11.30","C, 6, 19, 31","4.56","C, 7, 19, 31","4.41","C, 8, 19","4.13","C, 9, 19","5.00","C, 10, 19","4.90","C, 11, 19","5.04","C, 12, 19","5.16","C, 13, 19","5.63","C, 14, 19","5.47","C, 15, 19","5.03","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","NOR","Norway","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","9.72","C, 4, 19","9.19","C, 5, 19","10.96","C, 6, 19, 31","4.74","C, 7, 19, 31","4.47","C, 8, 19","3.98","C, 9, 19","4.50","C, 10, 19","4.35","C, 11, 19","5.29","C, 12, 19","4.95","C, 13, 19","5.45","C, 14, 19","5.39","C, 15, 19","4.73","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","NOR","Norway","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","10.30","C, 4, 19","9.17","C, 5, 19","11.63","C, 6, 19, 31","4.38","C, 7, 19, 31","4.36","C, 8, 19","4.27","C, 9, 19","5.49","C, 10, 19","5.43","C, 11, 19","4.81","C, 12, 19","5.36","C, 13, 19","5.79","C, 14, 19","5.55","C, 15, 19","5.32","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","SWE","Sweden","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","6.51","C, 4, 19","7.87","C, 5, 19","14.17","C, 6, 19, 31","9.34","C, 7, 19","7.48","C, 8, 19","7.82","C, 9, 19","9.60","C, 10, 19","7.67","C, 11, 19","7.53","C, 12, 19","7.83","C, 13, 19","7.44","C, 14, 19","7.16","C, 15, 19","6.72","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","SWE","Sweden","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","6.42","C, 4, 19","7.53","C, 5, 19","13.56","C, 6, 19, 31","9.04","C, 7, 19","7.44","C, 8, 19","8.18","C, 9, 19","9.45","C, 10, 19","7.55","C, 11, 19","7.49","C, 12, 19","7.78","C, 13, 19","7.15","C, 14, 19","6.79","C, 15, 19","6.51","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","SWE","Sweden","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","6.60","C, 4, 19","8.20","C, 5, 19","14.75","C, 6, 19, 31","9.62","C, 7, 19","7.51","C, 8, 19","7.48","C, 9, 19","9.75","C, 10, 19","7.79","C, 11, 19","7.57","C, 12, 19","7.88","C, 13, 19","7.72","C, 14, 19","7.51","C, 15, 19","6.92","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","GBR","United Kingdom of Great Britain and Northern Ireland","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","5.45","C, 5, 19","8.42","C, 6, 19, 31","8.55","C, 7, 19","11.90","C, 8, 19","12.09","C, 9, 19","13.22","C, 10, 19","13.62","C, 11, 19","14.25","C, 12, 19","13.87","C, 13, 19","13.24","C, 14, 19","11.86","C, 15, 19","11.06","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","GBR","United Kingdom of Great Britain and Northern Ireland","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","6.71","C, 5, 19","9.55","C, 6, 19, 31","9.62","C, 7, 19","13.70","C, 8, 19","14.08","C, 9, 19","14.53","C, 10, 19","15.14","C, 11, 19","15.36","C, 12, 19","14.95","C, 13, 19","14.35","C, 14, 19","13.08","C, 15, 19","12.42","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_NE","GBR","United Kingdom of Great Britain and Northern Ireland","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","4.21","C, 5, 19","7.30","C, 6, 19, 31","7.49","C, 7, 19","10.11","C, 8, 19","10.11","C, 9, 19","11.93","C, 10, 19","12.12","C, 11, 19","13.14","C, 12, 19","12.82","C, 13, 19","12.15","C, 14, 19","10.68","C, 15, 19","9.75","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","ALB","Albania","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","30.01","C, 12, 19, 32","26.80","C, 13, 19, 32","30.54","C, 14, 19, 25","","","","","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","ALB","Albania","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","32.52","C, 12, 19, 32","28.61","C, 13, 19, 32","31.75","C, 14, 19, 25","","","","","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","ALB","Albania","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","27.65","C, 12, 19, 32","25.14","C, 13, 19, 32","29.26","C, 14, 19, 25","","","","","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","ALB","Albania","","","","Annual","Not available","15 to 29 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.50","C, 15, 19, 33","32.80","C, 16, 19, 25","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","BIH","Bosnia and Herzegovina","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.07","C, 15, 19, 26","27.67","C, 16, 19, 26","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","BIH","Bosnia and Herzegovina","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.01","C, 15, 19, 26","25.98","C, 16, 19, 26","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","BIH","Bosnia and Herzegovina","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.93","C, 15, 19, 26","29.16","C, 16, 19, 26","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","HRV","Croatia","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","16.72","C, 6, 19, 31","14.18","C, 7, 19, 31","12.87","C, 8, 19","11.62","C, 9, 19","13.43","C, 10, 19","15.67","C, 11, 19","16.22","C, 12, 19","16.59","C, 13, 19","19.63","C, 14, 19","19.33","C, 15, 19","18.46","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","HRV","Croatia","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","16.03","C, 6, 19, 31","14.48","C, 7, 19, 31","13.34","C, 8, 19","12.01","C, 9, 19","13.49","C, 10, 19","14.13","C, 11, 19","14.61","C, 12, 19","15.20","C, 13, 19","18.61","C, 14, 19","16.65","C, 15, 19","15.81","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","HRV","Croatia","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","","","17.36","C, 6, 19, 31","13.90","C, 7, 19, 31","12.40","C, 8, 19","11.25","C, 9, 19","13.36","C, 10, 19","17.14","C, 11, 19","17.76","C, 12, 19","17.92","C, 13, 19","20.61","C, 14, 19","21.89","C, 15, 19","20.99","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","GRC","Greece","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","13.67","C, 4, 19","14.91","C, 5, 19, 31","20.78","C, 6, 19, 31","11.97","C, 7, 19, 31","11.33","C, 8, 19","11.44","C, 9, 19, 31","12.38","C, 10, 19, 31","14.78","C, 11, 19","17.38","C, 12, 19","20.17","C, 13, 19","20.40","C, 14, 19","19.15","C, 15, 19","17.16","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","GRC","Greece","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","17.29","C, 4, 19","19.30","C, 5, 19, 31","24.18","C, 6, 19, 31","15.26","C, 7, 19, 31","14.54","C, 8, 19","14.10","C, 9, 19, 31","15.23","C, 10, 19, 31","16.88","C, 11, 19","18.65","C, 12, 19","21.30","C, 13, 19","19.95","C, 14, 19","19.61","C, 15, 19","17.20","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","GRC","Greece","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","10.10","C, 4, 19","10.58","C, 5, 19, 31","17.41","C, 6, 19, 31","8.69","C, 7, 19, 31","8.12","C, 8, 19","8.77","C, 9, 19, 31","9.50","C, 10, 19, 31","12.65","C, 11, 19","16.09","C, 12, 19","19.02","C, 13, 19","20.86","C, 14, 19","18.68","C, 15, 19","17.12","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","ITA","Italy","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","16.27","C, 5, 19, 31","17.05","C, 6, 19, 31","16.77","C, 7, 19, 31","16.14","C, 8, 19","16.56","C, 9, 19","17.55","C, 10, 19","18.97","C, 11, 19","19.64","C, 12, 19","20.94","C, 13, 19","22.14","C, 14, 19","22.04","C, 15, 19","21.33","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","ITA","Italy","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","18.70","C, 5, 19, 31","18.83","C, 6, 19, 31","18.24","C, 7, 19, 31","17.17","C, 8, 19","17.99","C, 9, 19","18.13","C, 10, 19","19.02","C, 11, 19","19.90","C, 12, 19","20.82","C, 13, 19","21.43","C, 14, 19","21.36","C, 15, 19","20.80","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","ITA","Italy","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","13.86","C, 5, 19, 31","15.31","C, 6, 19, 31","15.36","C, 7, 19, 31","15.15","C, 8, 19","15.18","C, 9, 19","16.99","C, 10, 19","18.92","C, 11, 19","19.40","C, 12, 19","21.06","C, 13, 19","22.80","C, 14, 19","22.68","C, 15, 19","21.83","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","MLT","Malta","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","12.22","C, 5, 19","11.90","C, 6, 19, 31","10.34","C, 7, 19","11.54","C, 8, 19","8.27","C, 9, 19","9.88","C, 10, 19","9.53","C, 11, 19","10.18","C, 12, 19","10.61","C, 13, 19","9.94","C, 14, 19","10.47","C, 15, 19","10.35","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","MLT","Malta","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","13.97","C, 5, 19","12.69","C, 6, 19, 31","10.94","C, 7, 19","11.18","C, 8, 19","9.80","C, 9, 19","10.40","C, 10, 19","10.92","C, 11, 19","10.67","C, 12, 19","11.28","C, 13, 19","10.06","C, 14, 19","12.03","C, 15, 19","11.12","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","MLT","Malta","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","10.51","C, 5, 19","11.16","C, 6, 19, 31","9.76","C, 7, 19","11.88","C, 8, 19","6.82","C, 9, 19","9.39","C, 10, 19","8.22","C, 11, 19","9.71","C, 12, 19","9.98","C, 13, 19","9.82","C, 14, 19","9.02","C, 15, 19","9.63","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","MNE","Montenegro","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.50","C, 16, 19, 25","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","MNE","Montenegro","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.60","C, 16, 19, 25","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","MNE","Montenegro","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.90","C, 16, 19, 25","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","PRT","Portugal","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","10.25","C, 5, 19","11.09","C, 6, 19, 31","10.61","C, 7, 19","11.16","C, 8, 19","10.23","C, 9, 19","11.20","C, 10, 19","11.44","C, 11, 19","12.55","C, 12, 19","13.91","C, 13, 19","14.07","C, 14, 19","12.28","C, 15, 19","11.27","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","PRT","Portugal","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","10.80","C, 5, 19","12.02","C, 6, 19, 31","11.38","C, 7, 19","12.61","C, 8, 19","11.58","C, 9, 19","11.78","C, 10, 19","12.50","C, 11, 19","12.92","C, 12, 19","13.23","C, 13, 19","13.94","C, 14, 19","12.28","C, 15, 19","12.16","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","PRT","Portugal","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","9.71","C, 5, 19","10.19","C, 6, 19, 31","9.86","C, 7, 19","9.76","C, 8, 19","8.92","C, 9, 19","10.64","C, 10, 19","10.41","C, 11, 19","12.19","C, 12, 19","14.57","C, 13, 19","14.20","C, 14, 19","12.29","C, 15, 19","10.40","C, 16, 19","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","SRB","Serbia","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","21.61","C, 10, 19, 25","21.19","C, 11, 19, 25","21.34","C, 12, 19, 25","21.48","C, 13, 19, 25","19.54","C, 14, 19, 25","20.01","C, 15, 19, 25","19.93","C, 16, 19, 25","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","SRB","Serbia","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","21.66","C, 10, 19, 25","19.43","C, 11, 19, 25","19.71","C, 12, 19, 25","21.13","C, 13, 19, 25","19.58","C, 14, 19, 25","19.46","C, 15, 19, 25","19.60","C, 16, 19, 25","",""
"8","8.6","8.6.1","C080601","Proportion of youth (aged 15-24 years) not in education, employment or training","SL_TLF_NEET","SD","Proportion of youth not in education, employment or training","M49_EUR_SE","SRB","Serbia","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","","","","","","","","","","","21.57","C, 10, 19, 25","22.80","C, 11, 19, 25","22.80","C, 12, 19, 25","21.80","C, 13, 19, 25","19.50","C, 14, 19, 25","20.50","C, 15, 19, 25","20.24","C, 16, 19, 25","",""
